compound_name,inchikey,molecule_chembl_id,activity_id,assay_chembl_id,assay_type,assay_description,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,pchembl_value,document_chembl_id
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12098508,CHEMBL2173955,F,Induction of apoptosis in human NCI-H146 cells assessed as cell viability after 24 hrs by trypan blue exclusion assay,CHEMBL4523572,NCI-H146,Activity,,,,,CHEMBL2169845
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12660951,CHEMBL2329986,F,Cytotoxicity against human NCI-H1417 cells assessed as growth inhibition after 4 days by WST assay,CHEMBL2366149,NCI-H1417,IC50,=,54.2,nM,7.27,CHEMBL2321752
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12660955,CHEMBL2329987,F,Cytotoxicity against human NCI-H187 cells assessed as growth inhibition after 4 days by WST assay,CHEMBL2366276,NCI-H187,IC50,=,38.4,nM,7.42,CHEMBL2321752
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12660959,CHEMBL2330003,F,Cytotoxicity against human NCI-H1963 cells assessed as growth inhibition after 4 days by WST assay,CHEMBL2366075,NCI-H1963,IC50,=,26.6,nM,7.58,CHEMBL2321752
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,12736579,CHEMBL2354221,F,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,CHEMBL1075138,Tyrosyl-DNA phosphodiesterase 1,Potency,,316.2,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,13061224,CHEMBL2354254,F,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,CHEMBL1075138,Tyrosyl-DNA phosphodiesterase 1,Potency,,446.7,nM,,CHEMBL1201862
Navitoclax,JLYAXFNOILIKPP-KXQOOQHDSA-N,CHEMBL443684,13201872,CHEMBL2363186,F,SANGER: Inhibition of human DOK cell growth in a cell viability assay.,CHEMBL1075435,DOK,IC50,=,56232.51,nM,4.25,CHEMBL1201861
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,123477,CHEMBL689647,F,In vitro inhibitory concentration against proliferation of HL60 cells,CHEMBL383,HL-60,IC50,=,5000.0,nM,5.30,CHEMBL1144989
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,123478,CHEMBL689641,F,In vitro concentration required to induce apoptosis in HL60 cells,CHEMBL383,HL-60,AC50,=,50000.0,nM,4.30,CHEMBL1144989
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,389463,CHEMBL770635,F,Inhibitory effect on PGE-2 production in LPS-stimulated RAW264.7 cells,CHEMBL612557,RAW264.7,IC50,=,4000.0,nM,5.40,CHEMBL1147543
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,661918,CHEMBL765997,B,Tested in vitro for the inhibition of protein-tyrosine kinase p56lck using angiotensin I (1.2 mM) and [gamma-32P]-ATP (50 pM),CHEMBL258,Tyrosine-protein kinase Lck,IC50,=,112000.0,nM,,CHEMBL1126838
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,855747,CHEMBL844728,B,Free radical scavenging activity of DPPH was determined,CHEMBL612545,Unchecked,IC50,=,123300.0,nM,,CHEMBL1146840
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,855748,CHEMBL874054,B,Free radical scavenging activity of DPPH was determined; value taken from reference 11,CHEMBL612545,Unchecked,IC50,=,74000.0,nM,4.13,CHEMBL1146840
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,855749,CHEMBL838987,B,Free radical scavenging activity of DPPH w.r.t. resveratrol was determined,CHEMBL612545,Unchecked,Relative IC50,=,1.0,,,CHEMBL1146840
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,855750,CHEMBL844842,B,Free radical scavenging activity of DPPH expressed as percent polyphenol,CHEMBL612545,Unchecked,Activity,=,100.0,%,,CHEMBL1146840
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,973886,CHEMBL739443,F,Inhibitory activity against nitric oxide production in LPS-activated mouse peritoneal macrophages,CHEMBL375,Mus musculus,IC50,=,68000.0,nM,4.17,CHEMBL1133390
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991672,CHEMBL754537,F,In vitro inhibition of P388 (murine leukemia) cell proliferation.,CHEMBL389,P388,ED50,=,4.49,ug ml-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991673,CHEMBL647434,F,In vitro growth inhibition of BXPC-3 (human pancreatic adenocarcinoma) cell line.,CHEMBL614530,BXPC-3,GI50,=,3.3,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991674,CHEMBL877243,F,"Cell growth inhibition of breast MCF-7 cells, expressed as 50% reduction in the net protein increase",CHEMBL387,MCF7,GI50,=,3.9,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991675,CHEMBL805982,F,In vitro growth inhibition of central nervous system SF-268 cell line.,CHEMBL613977,SF-268,GI50,=,4.1,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991676,CHEMBL750877,F,In vitro growth inhibition of NCI-H460 (human non-small cell lung carcinoma) cell line.,CHEMBL612545,Unchecked,GI50,=,3.6,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991677,CHEMBL704498,F,In vitro growth inhibition of KM20L2 cell line.,CHEMBL614791,KM-20L2,GI50,=,13.1,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991678,CHEMBL667648,F,In vitro growth inhibition of DU-145 (human prostate carcinoma) cell line.,CHEMBL613508,DU-145,GI50,=,3.5,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991679,CHEMBL664828,F,Minimum inhibitory concentration (MIC) that inhibits all visible growth of the Cryptococcus neoformans (fungus) at 64 ug/ml,CHEMBL365,Cryptococcus neoformans,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991680,CHEMBL659881,F,The minimum inhibitory concentration (MIC) that inhibits all visible growth of the Candida albicans (fungus) at 64 ug/ml,CHEMBL366,Candida albicans,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991681,CHEMBL810343,F,The minimum inhibitory concentration (MIC) that inhibits all visible growth of the Staphylococcus aureus (bacteria) at 64 ug/ml,CHEMBL352,Staphylococcus aureus,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991682,CHEMBL814670,F,The minimum inhibitory concentration (MIC) that inhibits all visible growth of the Streptococcus pneumoniae (bacteria) at 64 ug/ml,CHEMBL347,Streptococcus pneumoniae,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991683,CHEMBL681590,F,the minimum inhibitory concentration (MIC) that inhibits all visible growth of the Enterococcus faecalis (bacteria) at 64 ug/ml,CHEMBL362,Enterococcus faecalis,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991684,CHEMBL731197,F,the minimum inhibitory concentration (MIC) that inhibits all visible growth of the Micrococcus luteus (bacteria) at 64 ug/ml,CHEMBL614421,Micrococcus luteus,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991685,CHEMBL677984,F,The minimum inhibitory concentration (MIC) that inhibits all visible growth of the Escherichia coli (bacteria) at 64 ug/ml,CHEMBL354,Escherichia coli,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991686,CHEMBL675768,F,The minimum inhibitory concentration (MIC) that inhibits all visible growth of the Enterobacter cloacae (bacteria) at 64 ug/ml,CHEMBL349,Enterobacter cloacae,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991687,CHEMBL814083,F,The minimum inhibitory concentration (MIC) that inhibits all visible growth of the Stenotrophomonas maltophilia (bacteria) at 64 ug/ml,CHEMBL612366,Stenotrophomonas maltophilia,MIC,=,0.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991688,CHEMBL753617,F,The minimum inhibitory concentration (MIC) that inhibits all visible growth of the Neisseria gonorrhoeae (bacteria),CHEMBL614430,Neisseria gonorrhoeae,MIC,=,16.0,ug.mL-1,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,991689,CHEMBL844434,F,Inhibition of tubulin polymerization reported as IC50,CHEMBL2094134,Tubulin,IC50,>,40000.0,nM,,CHEMBL1135463
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1071573,CHEMBL770015,F,Inhibitory activity against nitric oxide production in lipopolysaccharide-activated mouse macrophage RAW264.7 cells,CHEMBL612557,RAW264.7,IC50,=,15900.0,nM,4.80,CHEMBL1146632
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1412239,CHEMBL835649,F,In vitro growth inhibitory concentration against human mammary carcinoma cell line MDA MB 468,CHEMBL3879801,NON-PROTEIN TARGET,GI50,>,40000.0,nM,,CHEMBL1142677
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1412240,CHEMBL836394,F,In vitro growth inhibitory concentration against human colon cancer cell line HCT 116,CHEMBL394,HCT-116,GI50,>,40000.0,nM,,CHEMBL1142677
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1412241,CHEMBL877054,F,Percent of apoptosis in MDA MB 468 Cell line determined by Annexin-V-FITC/PI analysis at 10 uM,CHEMBL612545,Unchecked,Apoptosis,=,4.0,%,,CHEMBL1142677
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1419643,CHEMBL828134,B,Binding affinity for aryl hydrocarbon receptor (AhR) of rabbit liver cytosol incubated with 0.2 nM [3H]-TCDD; Antagonist,CHEMBL4725,Aryl hydrocarbon receptor,Ki,=,169.0,nM,6.77,CHEMBL1139491
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1419644,CHEMBL829990,B,Binding affinity for estrogen receptor (ER) alpha of MCF-7 cell cytosol incubated with 2 nM [3H]estradiol; Agonist,CHEMBL206,Estrogen receptor,Ki,=,785.0,nM,6.11,CHEMBL1139491
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1460734,CHEMBL837264,F,inhibitory concentration against PGE-2 production in LPS-stimulated RAW264.7 cells,CHEMBL612557,RAW264.7,IC50,=,20800.0,nM,4.68,CHEMBL1137064
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1610950,CHEMBL856244,F,Inhibitory concentration required for antiproliferative activity against human MDA-MB-231 cells,CHEMBL400,MDA-MB-231,IC50,=,20500.0,nM,4.69,CHEMBL1141133
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1664636,CHEMBL863435,F,Noradrenaline induced vasorelaxant activity in intact rat aortic rings,CHEMBL326,Alpha-1D adrenergic receptor,IC50,=,19950.0,nM,4.70,CHEMBL1148563
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1664637,CHEMBL863436,F,Inhibition of thrombin-induced platelet aggregation in human,CHEMBL221,Prostaglandin G/H synthase 1,IC50,=,195500.0,nM,,CHEMBL1148563
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1673547,CHEMBL865744,F,Cytotoxicity against neuroblastoma SHSY5Y cell line by MTT assay at 100 uM,CHEMBL614910,SH-SY5Y,Activity,=,33.5,%,,CHEMBL1148612
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1673550,CHEMBL859575,F,Cytotoxicity against basophilic leukemia RBL 2H3 cell line by MTT assay at 100 uM,CHEMBL614632,RBL-2H3,Activity,=,52.1,%,,CHEMBL1148612
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1673553,CHEMBL859576,F,Cytotoxicity against human pancreatic carcinoma FG2 cell line by MTT assay at 100 uM,CHEMBL612407,FG2,Activity,=,42.2,%,,CHEMBL1148612
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1673563,CHEMBL858947,F,Cytotoxicity against breast cancer MDA-MB-231 cell line by MTT assay at 100 uM,CHEMBL400,MDA-MB-231,Activity,=,67.9,%,,CHEMBL1148612
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1713992,CHEMBL861697,F,Antiproliferative activity against human HL60 cell line,CHEMBL383,HL-60,IC50,=,5000.0,nM,5.30,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714014,CHEMBL861698,F,Proapoptotic activity against human HL60 cell line,CHEMBL383,HL-60,AC50,=,50000.0,nM,4.30,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714036,CHEMBL861699,F,Antiproliferative activity against MDR human HL60R cell line,CHEMBL4302,ATP-dependent translocase ABCB1,IC50,=,60000.0,nM,4.22,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714058,CHEMBL861700,F,Proapoptotic activity against MDR human HL60R cell line,CHEMBL4302,ATP-dependent translocase ABCB1,AC50,>,100000.0,nM,,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714080,CHEMBL861701,F,Antiproliferative activity against human K562 cell line expressing Bcr-Abl,CHEMBL2096618,Bcr/Abl fusion protein,IC50,=,28000.0,nM,4.55,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714102,CHEMBL861702,F,Proapoptotic activity against human K562 cell line expressing Bcr-Abl,CHEMBL2096618,Bcr/Abl fusion protein,AC50,>,100000.0,nM,,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714140,CHEMBL866874,F,Induction of differentiation of human HL60 cells at 10 uM measured as expression of monocytic marker CD14 after 4 days,CHEMBL383,HL-60,Activity,=,23.0,%,,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714142,CHEMBL866875,F,Induction of differentiation of human HL60 cells at 10 uM measured as expression of granulocytic marker CD11b after 4 days,CHEMBL383,HL-60,Activity,=,24.0,%,,CHEMBL1147681
Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,CHEMBL165,1714144,CHEMBL866876,F,Induction of differentiation of human HL60 cells at 10 uM measured as expression of granulocytic marker CD11c after 4 days,CHEMBL383,HL-60,Activity,=,22.0,%,,CHEMBL1147681
Nicotinamide mononucleotide,DAYLJWODMCOQEW-TURQNECASA-N,CHEMBL610238,203732,CHEMBL682263,B,Inhibitory concentration against Trypanosoma mexicana glyceraldehyde-3-phosphate dehydrogenase (GAPDH),CHEMBL612545,Unchecked,IC50,>,500000.0,nM,,CHEMBL1133799
Nicotinamide mononucleotide,DAYLJWODMCOQEW-TURQNECASA-N,CHEMBL610238,203733,CHEMBL682265,B,Inhibitory concentration against rabbit muscle glyceraldehyde-3-phosphate dehydrogenase (GAPDH),CHEMBL612545,Unchecked,IC50,>,500000.0,nM,,CHEMBL1133799
Nicotinamide mononucleotide,DAYLJWODMCOQEW-TURQNECASA-N,CHEMBL610238,593352,CHEMBL683666,B,In vitro inhibitory activity against bovine liver glutamate dehydrogenase (GDH),CHEMBL4628,"Glutamate dehydrogenase 1, mitochondrial",Ki,>,10000000.0,nM,,CHEMBL1124735
Nicotinamide mononucleotide,DAYLJWODMCOQEW-TURQNECASA-N,CHEMBL610238,593353,CHEMBL645179,B,In vitro inhibitory activity against horse liver Alcohol dehydrogenase,CHEMBL2111372,Alcohol dehydrogenase,Ki,>,10000000.0,nM,,CHEMBL1124735
Nicotinamide mononucleotide,DAYLJWODMCOQEW-TURQNECASA-N,CHEMBL610238,593354,CHEMBL706196,B,In vitro inhibitory activity against pig heart lactate dehydrogenase (LDH); No data,CHEMBL3823,L-lactate dehydrogenase B chain,Ki,,,nM,,CHEMBL1124735
Nicotinamide mononucleotide,DAYLJWODMCOQEW-TURQNECASA-N,CHEMBL610238,593355,CHEMBL712427,B,In vitro inhibitory activity against pig heart cytoplasmic malate dehydrogenase (MDH); No data,CHEMBL4048,"Malate dehydrogenase, cytoplasmic",Ki,,,nM,,CHEMBL1124735
Nicotinamide mononucleotide,DAYLJWODMCOQEW-TURQNECASA-N,CHEMBL610238,1749976,CHEMBL854524,B,Inhibition of Escherichia coli KPR at 5 mM,CHEMBL4855,2-dehydropantoate 2-reductase,Inhibition,=,0.0,%,,CHEMBL1145346
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,2010120,CHEMBL903038,F,Increase in NAD+ concentration in mouse AB1 cells at 1 mM after 24 hrs by isotope-dilution technique relative to control,CHEMBL3879801,NON-PROTEIN TARGET,Activity,=,2.7,%,,CHEMBL1138359
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,2010121,CHEMBL903037,F,Increase in NAD+ concentration in HEK293 cells at 1 mM after 24 hrs by isotope-dilution technique relative to control,CHEMBL614818,HEK293,Activity,=,1.7,%,,CHEMBL1138359
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,2010122,CHEMBL903039,F,Increase in NAD+ concentration in mouse Neuro 2a cells at 1 mM after 24 hrs by isotope-dilution technique relative to control,CHEMBL3879801,NON-PROTEIN TARGET,Activity,=,2.6,%,,CHEMBL1138359
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,2010123,CHEMBL903052,A,Cell viability in mouse AB1 cells at 750 uM after 48 hrs by MTT assay relative to control,CHEMBL612558,ADMET,Activity,=,123.0,%,,CHEMBL1138359
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,2010124,CHEMBL903053,A,Cell viability in HEK293 cells at 750 uM after 48 hrs by MTT assay relative to control,CHEMBL614818,HEK293,Activity,=,111.0,%,,CHEMBL1138359
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,2010126,CHEMBL903054,A,Cell viability in mouse Neuro 2a cells at 750 uM after 48 hrs by MTT assay relative to control,CHEMBL612558,ADMET,Activity,=,107.0,%,,CHEMBL1138359
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,22090064,CHEMBL4651403,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,CHEMBL4303835,SARS-CoV-2,IC50,>,20000.0,nM,,CHEMBL4651402
Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,CHEMBL438497,22090065,CHEMBL4651403,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,CHEMBL4303835,SARS-CoV-2,IC50,>,19952.62,nM,,CHEMBL4651402
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384042,CHEMBL1839508,F,"Antiinflammatory activity against carrageenan-induced paw edema in ICR mouse at 300 mg/kg, po administered 1 hr before carrageenan challenge measured after 3 hrs by plethysmometer relative to control",CHEMBL375,Mus musculus,Activity,=,35.0,%,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384043,CHEMBL1839509,F,"Antiinflammatory activity against carrageenan-induced paw edema in ICR mouse at 300 mg/kg, po administered 1 hr before carrageenan challenge measured after 6 hrs by plethysmometer relative to control",CHEMBL375,Mus musculus,Activity,=,26.0,%,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384044,CHEMBL1839510,F,"Antiinflammatory activity against carrageenan-induced paw edema in ICR mouse at 300 mg/kg, po administered 1 hr before carrageenan challenge measured after 24 hrs by plethysmometer relative to control",CHEMBL375,Mus musculus,Activity,=,34.0,%,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384045,CHEMBL1839511,F,"Antiinflammatory activity against carrageenan-induced paw edema in ICR mouse at 300 mg/kg, po administered 6 hr before carrageenan challenge measured after 3 to 24 hrs by plethysmometer",CHEMBL375,Mus musculus,Activity,,,,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384046,CHEMBL1839512,F,"Antioxidant activity against AAPH-induced lipid peroxidation in ICR mouse assessed as increase in ORAC score in plasma at 300 mg/kg, po after 1 hr relative to control",CHEMBL375,Mus musculus,Activity,=,142.0,%,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384047,CHEMBL1839513,F,"Antioxidant activity against AAPH-induced lipid peroxidation in ICR mouse assessed as decrease in ORAC score in plasma at 300 mg/kg, po after 6 hr relative to control",CHEMBL375,Mus musculus,Activity,=,118.0,%,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384048,CHEMBL1839514,A,Drug level in ICR mouse plasma assessed as total compound level after 1 hr in presence of beta-glucuronidase by HPLC-ESI-MS/MS analysis,CHEMBL613589,Plasma,Cp,=,3.88,uM,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384049,CHEMBL1839515,A,Drug level in ICR mouse plasma assessed as total compound level after 6 hrs in presence of beta-glucuronidase by HPLC-ESI-MS/MS analysis,CHEMBL613589,Plasma,Cp,=,1.27,uM,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384050,CHEMBL1839516,A,Drug level in ICR mouse plasma assessed as free compound level after 1 hr in presence of beta-glucuronidase by HPLC-ESI-MS/MS analysis,CHEMBL613589,Plasma,Cp(f),=,2.85,uM,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384051,CHEMBL1839517,A,Drug level in ICR mouse plasma assessed as free compound level after 6 hrs in presence of beta-glucuronidase by HPLC-ESI-MS/MS analysis,CHEMBL613589,Plasma,Cp(f),=,0.83,uM,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384052,CHEMBL1839521,A,Drug level in ICR mouse plasma assessed as free compound level after 1 hr in presence of beta-glucuronidase by HPLC-ESI-MS/MS analysis relative to total compound level,CHEMBL613589,Plasma,Cp(f),=,77.2,%,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384053,CHEMBL1839522,A,Drug level in ICR mouse plasma assessed as free compound level after 6 hrs in presence of beta-glucuronidase by HPLC-ESI-MS/MS analysis relative to total compound level,CHEMBL613589,Plasma,Cp(f),=,65.7,%,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384055,CHEMBL1839519,A,Drug level in human plasma after 0.5 hrs,CHEMBL613424,Plasma,Cp,=,0.04,uM,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,6384056,CHEMBL1839520,A,Drug level in human plasma after 6 hrs,CHEMBL613424,Plasma,Cp,=,0.11,uM,,CHEMBL1833831
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,22085216,CHEMBL4651403,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,CHEMBL4303835,SARS-CoV-2,IC50,>,20000.0,nM,,CHEMBL4651402
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,22085217,CHEMBL4651403,F,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging,CHEMBL4303835,SARS-CoV-2,IC50,>,19952.62,nM,,CHEMBL4651402
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,22441186,CHEMBL4678559,F,Induction of porcine IPEC-J2 cells monolayer development assessed as increase in transepithelial electrical resistance at 50 uM after 6 days by voltammetric method,CHEMBL612545,Unchecked,Activity,,,,,CHEMBL4673343
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,22441196,CHEMBL4678564,F,Growth inhibition of Escherichia coli DSM 2840 at 20 to 500 uM measured every 5 mins for 24 hrs by turbidometric analysis,CHEMBL354,Escherichia coli,GI,,,,,CHEMBL4673343
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,22441198,CHEMBL4678565,F,Growth inhibition of Escherichia coli 0147:K89:K88 at 20 to 500 uM measured every 5 mins for 24 hrs by turbidometric analysis,CHEMBL354,Escherichia coli,GI,,,,,CHEMBL4673343
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,24777500,CHEMBL5128744,F,"Anti-obesity activity in male C57BL/6 mouse model of high-fat diet induced obesity assessed as body weight change at 30 mg/kg, po administered once a day for 10 weeks relative to control",CHEMBL375,Mus musculus,Activity,=,30.8,%,,CHEMBL5126556
Urolithin A,RIUPLDUFZCXCHM-UHFFFAOYSA-N,CHEMBL1836264,24777519,CHEMBL5128762,F,"Anti-obesity activity in high-fat diet induced C57BL/6 obese mouse model assessed as body weight change at 30 mg/kg, po administered once daily for 10 weeks relative to control",CHEMBL375,Mus musculus,Activity,=,42.7,%,,CHEMBL5126556
